domain,subject,level,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31
CAMRI,111,level2,0.22515103220939636,0.21479661762714386,0.26858896017074585,0.2832624018192291,0.26324909925460815,0.20109911262989044,0.18800821900367737,0.31465035676956177,0.24648317694664001,0.2501448094844818,0.2614883482456207,0.2583165764808655,0.26603564620018005,0.2605944275856018,0.27180084586143494,0.2582176923751831,0.2643374502658844,0.272489994764328,0.20875656604766846,0.29975175857543945,0.2424943745136261,0.25843754410743713,0.23256340622901917,0.2694186568260193,0.24770362675189972,0.24062415957450867,0.23213689029216766,0.21998779475688934,0.2589868903160095,0.24770188331604004,0.24091339111328125,0.2722240090370178
CAMRI,111,level1,0.2606137692928314,0.2801160514354706,0.27819693088531494,0.2747950255870819,0.24212312698364258,0.19546085596084595,0.2800832688808441,0.2765609622001648,0.2354610413312912,0.2395790070295334,0.26218873262405396,0.2910761833190918,0.29240721464157104,0.20575454831123352,0.260741263628006,0.30427807569503784,0.27504396438598633,0.27687594294548035,0.2771615982055664,0.2937917113304138,0.25479942560195923,0.19415101408958435,0.23904184997081757,0.31694769859313965,0.2840607762336731,0.3024568557739258,0.2839340567588806,0.2917376756668091,0.284734308719635,0.28195565938949585,0.1832420527935028,0.31064051389694214
CAMRI,051,level4,0.33248433470726013,0.3087518513202667,-0.19347038865089417,-1.2008899450302124,-0.2918211817741394,1.793649673461914,-0.3107829988002777,0.34130194783210754,-0.9914728403091431,1.3049800395965576,-0.6083818674087524,0.4842660427093506,0.5990378856658936,0.9824601411819458,0.9866210222244263,-1.1071150302886963,0.6379464268684387,1.3906216621398926,-0.2637135982513428,1.9335505962371826,-1.5683262348175049,1.1289902925491333,0.08746907860040665,2.5869503021240234,0.6216651201248169,-0.13610312342643738,-0.8479607701301575,0.8003953695297241,-0.5063228011131287,0.5253955721855164,1.1759389638900757,0.9529117345809937
CAMRI,051,level3,0.2118779867887497,0.2661761939525604,0.2605535387992859,0.29373160004615784,0.27723613381385803,0.2539525628089905,0.24315109848976135,0.257636159658432,0.22471770644187927,0.2649230659008026,0.25980958342552185,0.2700844407081604,0.25244051218032837,0.27473169565200806,0.28773170709609985,0.265343576669693,0.2299242466688156,0.2788180410861969,0.2399129867553711,0.24610432982444763,0.28068944811820984,0.24146166443824768,0.23150965571403503,0.23638109862804413,0.24087455868721008,0.27898716926574707,0.22246655821800232,0.24772515892982483,0.23130521178245544,0.2458280622959137,0.2831827402114868,0.2694230079650879
CAMRI,051,level2,0.21538648009300232,0.20418612658977509,0.2653474509716034,0.29050081968307495,0.26011863350868225,0.1890702247619629,0.17622201144695282,0.3140956461429596,0.25189921259880066,0.25733473896980286,0.2683858275413513,0.2577793002128601,0.2603742182254791,0.2659399211406708,0.2590884864330292,0.2651650905609131,0.2541959881782532,0.273355096578598,0.1968214213848114,0.2973903715610504,0.2329135239124298,0.24883130192756653,0.221200630068779,0.2667818069458008,0.23249416053295135,0.2281145304441452,0.22797755897045135,0.20681262016296387,0.2582944631576538,0.235971599817276,0.22874519228935242,0.26406651735305786
CAMRI,051,level1,0.2506692409515381,0.2692261338233948,0.2797585725784302,0.2690134644508362,0.238848015666008,0.18645022809505463,0.274513304233551,0.2795201241970062,0.23040468990802765,0.23913466930389404,0.26498642563819885,0.284248948097229,0.3057484030723572,0.19416485726833344,0.25671592354774475,0.2934741973876953,0.2769795060157776,0.2690008282661438,0.26510530710220337,0.2916775643825531,0.25843948125839233,0.18494895100593567,0.2368128001689911,0.3148273527622223,0.29187196493148804,0.30125337839126587,0.28660982847213745,0.28635692596435547,0.28490811586380005,0.286850243806839,0.17723961174488068,0.30877214670181274
CAMRI,110,level4,0.33213841915130615,0.3254398703575134,-0.1697777807712555,-1.1757104396820068,-0.31856703758239746,1.7712056636810303,-0.3140691816806793,0.3312920033931732,-1.002431035041809,1.3233394622802734,-0.6274479031562805,0.4845556616783142,0.5945232510566711,0.9691359400749207,0.9893566966056824,-1.0990676879882812,0.6303268074989319,1.3933970928192139,-0.2970293164253235,1.9339996576309204,-1.5834014415740967,1.1233009099960327,0.08790124952793121,2.5947818756103516,0.6140064001083374,-0.12568333745002747,-0.8565826416015625,0.7958191633224487,-0.5184922814369202,0.4972914755344391,1.1729639768600464,0.9708147048950195
CAMRI,110,level3,0.22049054503440857,0.2676173150539398,0.27580946683883667,0.29237625002861023,0.278627872467041,0.25826746225357056,0.2557275891304016,0.2839851379394531,0.22953426837921143,0.2631240487098694,0.25669625401496887,0.2769375443458557,0.25142550468444824,0.27834564447402954,0.288435697555542,0.2737228274345398,0.2385091781616211,0.28196972608566284,0.23583492636680603,0.2558130621910095,0.28160685300827026,0.257571280002594,0.22722646594047546,0.24793703854084015,0.24591752886772156,0.28112778067588806,0.22509078681468964,0.26001599431037903,0.23539777100086212,0.24114394187927246,0.2880818843841553,0.26961836218833923
CAMRI,110,level2,0.2251129150390625,0.21410343050956726,0.2682565450668335,0.28726476430892944,0.2664722800254822,0.19873769581317902,0.19114045798778534,0.3137660622596741,0.25040683150291443,0.2565651535987854,0.26099783182144165,0.2608392834663391,0.27015945315361023,0.26375114917755127,0.27375251054763794,0.2594262361526489,0.266912043094635,0.2730039060115814,0.21134820580482483,0.28742843866348267,0.23961496353149414,0.25704237818717957,0.2346130609512329,0.27050715684890747,0.2447589635848999,0.23800380527973175,0.23665642738342285,0.22277238965034485,0.25527554750442505,0.2489558756351471,0.2396567314863205,0.2747347354888916
CAMRI,110,level1,0.2592107653617859,0.27687910199165344,0.2760580778121948,0.27568337321281433,0.2414528876543045,0.19179026782512665,0.2761441767215729,0.28214094042778015,0.23414579033851624,0.23922355473041534,0.2681049108505249,0.28844788670539856,0.29875272512435913,0.20426256954669952,0.26134154200553894,0.30426138639450073,0.27705636620521545,0.28203028440475464,0.27270981669425964,0.2963901460170746,0.25500643253326416,0.19054919481277466,0.23644380271434784,0.31635740399360657,0.2890433073043823,0.30698826909065247,0.2842387557029724,0.2888260781764984,0.28271034359931946,0.28712600469589233,0.1816861480474472,0.3115723133087158
