domain,subject,shape_x,shape_y,shape_z,spacing_x,spacing_y,spacing_z,fov_x_mm,fov_y_mm,fov_z_mm,slice_count,anisotropy,brain_volume_voxels,brain_volume_mm3,brain_occupancy_percent,crop_x,crop_y,crop_z,scale_x,scale_y,scale_z,padding_x,padding_y,padding_z,model_x,model_y,model_z,whole_mean,whole_median,whole_std,whole_min,whole_max,whole_p01,whole_p05,whole_p25,whole_p75,whole_p95,whole_p99,brain_mean,brain_median,brain_std,brain_min,brain_max,brain_p01,brain_p05,brain_p25,brain_p75,brain_p95,brain_p99,background_mean,background_median,background_std,background_min,background_max,background_p01,background_p05,background_p25,background_p75,background_p95,background_p99,boundary_mean,boundary_median,boundary_std,boundary_min,boundary_max,boundary_p01,boundary_p05,boundary_p25,boundary_p75,boundary_p95,boundary_p99,contrast,cnr,boundary_gradient_mean,boundary_sharpness,dice,precision,recall,false_positives,false_negatives,hd95_mm,assd_mm,surface_dice,boundary_precision,boundary_recall,connected_components,compactness,contour_roughness,volume_ratio
CAMRI,016,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,148242,1482.420044179559,18.849945068359375,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,5.6101813316345215,2.1574220657348633,7.5352067947387695,0.0,119.81371307373047,0.19745896756649017,0.4534243047237396,1.1591572761535645,6.351596832275391,24.18140983581543,31.7129715347288,18.813270568847656,17.522655487060547,7.581630229949951,0.0731329545378685,69.958984375,4.219771385192871,7.975148677825928,13.090798377990723,24.642148971557617,31.831117630004883,35.49873352050781,2.543302297592163,1.7076544761657715,2.5919666290283203,0.0,119.81371307373047,0.1791757345199585,0.4058878719806671,1.0092347860336304,3.035017490386963,7.878430080413563,11.968207359313965,14.951802253723145,14.132943153381348,9.361934661865234,0.010969942435622215,69.958984375,0.5960335731506348,1.4809422492980957,7.10120964050293,21.73054265975952,31.198516845703125,34.994117736816406,16.269968271255493,2.871680984017744,0.05179757624864578,0.032204769551754,0.981515382136564,0.9978739718388401,0.9656844888762969,305,5087,0.10000000149011612,0.01982377323873735,0.9663751887267237,0.9661054427140917,0.9666426535534187,1,0.021389993041525796,17.42130069099266,0.967741935483871
CAMRI,017,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,150955,1509.550044988096,19.194920857747398,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,5.0245771408081055,1.90238356590271,6.654901504516602,0.0,67.7538070678711,0.1736958920955658,0.3970191776752472,1.0111582279205322,5.988372802734375,21.486595153808594,27.74998664855957,16.539403915405273,15.59127426147461,6.635051250457764,0.08478013426065445,67.7538070678711,4.420973777770996,6.97823247909546,11.304707527160645,21.722326278686523,27.82442855834961,30.772957382202115,2.289275646209717,1.4867541790008545,2.317755937576294,0.0,55.48550033569336,0.15508562326431274,0.3556630313396454,0.8788185119628906,2.748117208480835,7.224922180175781,10.959383964538574,13.35501480102539,12.425459861755371,7.975342273712158,0.02481369860470295,67.7538070678711,0.6554952263832092,1.735511398315432,6.842377662658691,19.329872131347656,27.253711700439453,30.336814880371094,14.250128269195557,2.867400325541164,0.04782911017537117,0.03245365619659424,0.9828005378814045,0.9951579605030831,0.9707462488821171,713,4416,0.10000000149011612,0.01824658590977749,0.9714392500077864,0.9725674827369742,0.97032824380293,1,0.02210768912055504,17.23070345581011,0.9754695107813587
CAMRI,019,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,161110,1611.100048014522,20.48619588216146,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,5.459676265716553,2.2158331871032715,7.077333927154541,0.003514406271278858,57.57651901245117,0.2091071754693985,0.4762020409107208,1.2054413557052612,6.292544364929199,22.690763473510742,29.372862796783348,17.24374771118164,16.247100830078125,7.116598606109619,0.15639108419418335,57.57651901245117,4.245402812957764,7.056927680969238,11.74866008758545,22.51152992248535,29.300571632385232,33.663706703186065,2.4235894680023193,1.7290878295898438,2.2248129844665527,0.003514406271278858,39.67764663696289,0.1862635314464569,0.42348596453666687,1.0367498397827148,2.9644017219543457,6.963796138763428,10.949132919311523,13.882259368896484,12.918957710266113,8.527604103088379,0.005271609406918287,57.57651901245117,0.6993668675422668,1.7536886930465698,6.79686164855957,20.257038116455078,28.633625030517578,32.738874511718734,14.820158243179321,2.8109101882829117,0.04357335343956947,0.0284858588129282,0.9837048772207763,0.9965100431786629,0.9712246291353733,548,4636,0.10000000149011612,0.016784374702585696,0.9785103969754253,0.979800430681508,0.9772274838631839,1,0.022682081693113008,17.084010160950246,0.9746260319036683
CAMRI,026,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,132405,1324.0500394597652,16.836166381835938,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,2271.2568359375,639.0,3499.539306640625,0.0,32766.0,58.0,132.0,337.0,2446.0,10972.0,14734.689999999944,7934.25927734375,7187.0,3747.4873046875,55.0,27910.0,1611.0,2820.0,4967.0,10950.0,14231.0,16788.879999999976,1124.805908203125,512.0,2018.9844970703125,0.0,32766.0,53.0,120.0,299.0,1033.0,4126.0,10842.479999999981,6224.6015625,5419.0,4314.70263671875,2.0,27910.0,223.0,607.0,2558.0,9215.0,13876.0,16442.290000000008,6809.453369140625,2.2622918800984033,0.04470118135213852,0.02854178287088871,0.9822121294512758,0.9962401342365297,0.9685736943468902,484,4161,0.10000000149011612,0.01788692239524274,0.9745670041271297,0.9755942275042445,0.9735453458101738,1,0.024178797952495248,16.72396393932044,0.9722291454250217
CAMRI,027,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,130245,1302.450038816035,16.561508178710938,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1457.4725341796875,522.0,2096.724853515625,0.0,32766.0,50.0,115.0,290.0,1539.0,6495.0,8912.0,5183.98681640625,4899.0,2179.66162109375,12.0,21249.0,1061.44,2038.0,3529.0,6766.0,8872.0,10210.119999999995,717.80517578125,431.0,1011.123779296875,0.0,32766.0,46.0,105.0,258.0,766.0,2356.0,3924.140000000014,4028.7529296875,3788.0,2675.26220703125,3.0,21249.0,137.0,336.0,1693.0,5983.0,8648.0,9892.0,4466.181640625,2.628690553762609,0.05085426941514015,0.034110166132450104,0.9807667544629792,0.9971673411092598,0.9648969250259127,357,4572,0.10000000149011612,0.02037271974127198,0.9701404313247832,0.9724011370587601,0.9678995612940043,1,0.024400212512184664,16.673224129841127,0.9676379131636531
CAMRI,028,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,129224,1292.2400385117535,16.431681315104164,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1784.7821044921875,475.0,2877.780029296875,0.0,32766.0,46.0,105.0,263.0,1639.0,8999.0,12367.0,7157.7451171875,6664.0,3172.1025390625,29.0,25106.0,1337.23,2606.1500000000005,4679.0,9663.25,12517.0,14158.770000000004,728.3193359375,392.0,1067.26611328125,0.0,32766.0,42.0,96.0,234.0,715.0,2684.6500000000233,4844.0,5516.2666015625,5032.0,3837.18994140625,4.0,25106.0,144.0,370.0,2093.0,8327.0,12251.0,13820.0,6429.42578125,2.716771645938316,0.050297416746616364,0.031963955610990524,0.9812829594647776,0.9983663794484128,0.9647743453228502,204,4552,0.10000000149011612,0.018831733296779892,0.9742205693860235,0.9761100824165849,0.9723518850987433,1,0.024608349755427413,16.626083638193244,0.9663529994428279
CAMRI,029,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,129042,1290.420038457513,16.408538818359375,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,2096.032470703125,568.0,3325.564453125,0.0,32766.0,54.0,125.0,314.0,1922.0,10468.0,14174.0,8411.94921875,7902.0,3552.58740234375,26.0,32766.0,1755.41,3264.0,5644.0,11165.0,14404.949999999997,16414.179999999993,856.253173828125,468.0,1177.0582275390625,0.0,21969.0,50.0,114.0,279.0,858.0,3137.0,5861.0,6527.18603515625,6073.0,4389.2021484375,3.0,32766.0,181.0,461.0,2628.0,9839.0,14106.0,16008.469999999972,7555.696044921875,2.855137923513775,0.050725407898426056,0.03240601718425751,0.9828139546759792,0.9965823541127266,0.969420808728941,429,3946,0.10000000149011612,0.017025678004645002,0.9800766560601678,0.9791334589189973,0.9810163129782012,1,0.024700324728900432,16.605421486383232,0.9727453077292665
CAMRI,031,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,133345,1333.4500397399072,16.955693562825523,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1597.7515869140625,482.0,2436.657958984375,0.0,32766.0,45.0,103.0,260.0,1647.0,7494.0,10430.0,6053.03515625,5674.0,2632.25634765625,28.0,25183.0,1196.44,2358.0,4081.0,7858.0,10536.799999999988,12443.559999999998,688.0875244140625,390.0,924.4276123046875,0.0,32766.0,41.0,93.0,230.0,741.0,2407.0,3891.0,4685.7265625,4373.0,3222.5791015625,1.0,25183.0,127.0,323.0,1893.0,6964.0,10262.0,12032.539999999979,5364.9476318359375,2.719552749093653,0.0506209060549736,0.0334385447204113,0.9815598836965593,0.9978074253130036,0.9658329896134088,283,4556,0.10000000149011612,0.018408291297138574,0.973625993778085,0.9737717413900631,0.973480929719291,1,0.022847730694278676,17.04262288411434,0.9679553039109078
CAMRI,032,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,132614,1326.1400395220521,16.86274210611979,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1869.1490478515625,549.0,2879.53466796875,0.0,32766.0,51.0,117.0,297.0,1823.0,8872.0,12216.0,7350.46337890625,6943.0,2986.396728515625,57.0,31890.0,1836.0,3138.0,5122.0,9357.0,12429.0,14871.869999999995,757.3726196289062,445.0,913.52783203125,0.0,32766.0,46.0,106.0,263.0,839.0,2651.0,4222.0,5649.79150390625,5426.0,3809.297119140625,2.0,31890.0,141.0,357.0,2304.0,8384.0,12075.0,14272.0,6593.090759277344,2.9856077295170653,0.052025798708200455,0.03528293967247009,0.9834559455792712,0.9970321810756988,0.9702444689097682,383,3946,0.10000000149011612,0.015903494603229627,0.9808230466805158,0.9816320904266318,0.9800198433063054,1,0.022473906941474685,17.136597585086175,0.9731325501078317
CAMRI,033,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,141446,1414.4600421541932,17.98578898111979,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1352.9649658203125,436.0,1984.2056884765625,0.0,32766.0,39.0,90.0,229.0,1515.0,6127.0,8380.0,4447.974609375,4066.0,2039.44873046875,21.0,16584.0,901.45,1666.0,2844.0,5994.0,8015.0,9376.0,674.2267456054688,343.0,1151.927978515625,0.0,32766.0,35.0,81.0,201.0,668.0,2249.0,5919.150000000023,3503.178955078125,3108.0,2370.56201171875,1.0,16584.0,142.0,378.0,1484.0,5140.25,7799.0,9147.0,3773.7478637695312,2.2784973608009804,0.046603765338659286,0.030619613826274872,0.9837598971519838,0.9967707055826881,0.9710843714208957,445,4090,0.10000000149011612,0.016221973681804773,0.9790788731459668,0.9803582129302884,0.9778079110993517,1,0.023102020158305342,16.979861297702126,0.9742304483689889
CAMRI,034,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,136323,1363.2300406274203,17.334365844726562,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1523.3897705078125,429.0,2367.037841796875,0.0,32766.0,39.0,89.0,226.0,1595.0,7364.0,9900.0,5449.46923828125,4978.0,2601.2568359375,5.0,21261.0,1059.0,1897.1000000000004,3420.0,7479.0,9741.899999999994,11663.779999999999,700.1204223632812,341.0,1203.6861572265625,0.0,32766.0,35.0,80.0,199.0,675.0,2511.0,5642.0,4285.13037109375,3750.0,2995.865966796875,1.0,21261.0,154.0,414.0,1721.0,6393.0,9506.0,11317.719999999972,4749.348815917969,2.3433371346715783,0.04536131024360657,0.028515858575701714,0.9823679644976583,0.9973843164825861,0.9677970701935844,346,4390,0.10000000149011612,0.01906850095341453,0.9742839837328027,0.9778094674967828,0.9707928635392987,1,0.024276227634969463,16.70156074434248,0.9703351598776435
CAMRI,036,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,133309,1333.0900397291782,16.951115926106773,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1656.5546875,426.0,2780.900634765625,0.0,32766.0,41.0,93.0,235.0,1514.0,8336.449999999953,12145.0,6598.4443359375,5874.0,3472.75341796875,34.0,30668.0,1104.0,2055.0,3986.0,9015.0,12347.0,15188.680000000051,647.8655395507812,349.0,920.8798828125,0.0,32766.0,37.0,85.0,208.0,640.0,2446.0,4309.0,5084.33984375,4356.0,3926.209228515625,2.0,30668.0,125.0,323.0,1720.0,7543.0,11973.0,14646.639999999985,5950.578796386719,2.3423086554462462,0.04611997678875923,0.027270454913377762,0.9799610820710443,0.9971890263315241,0.9633183055907704,362,4890,0.10000000149011612,0.021316256758148397,0.9669600422460835,0.9708693189862665,0.9630926535471672,1,0.024250140126561216,16.70754759581845,0.9660338011687133
CAMRI,037,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,130038,1300.3800387543442,16.535186767578125,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,2022.3126220703125,554.0,3238.018798828125,0.0,32766.0,52.0,120.0,304.0,1831.0,10047.0,13641.0,8296.2734375,7897.0,3462.79736328125,21.0,32766.0,1845.0,3397.8500000000004,5700.0,10660.0,13933.0,17386.52000000002,779.3800048828125,454.0,918.3590087890625,0.0,15619.0,48.0,109.0,270.0,843.0,2801.0,4588.0,6408.96533203125,6120.0,4348.50244140625,4.0,32766.0,159.0,405.0,2492.0,9611.0,13542.0,16403.0,7516.8934326171875,2.96733426311305,0.051485512405633926,0.03437383472919464,0.9838115831920986,0.997062237911346,0.9709085036681585,372,3783,0.10000000149011612,0.015973648415517513,0.9808656849620705,0.9821786430002862,0.979559132509526,1,0.02422954042873612,16.7122811144235,0.9737692059244221
CAMRI,038,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,131366,1313.660039150119,16.70405069986979,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1042.521240234375,325.0,1563.5289306640625,0.0,32766.0,29.0,67.0,171.0,1123.0,4894.449999999953,6524.0,3820.735107421875,3596.0,1656.2423095703125,13.0,14391.0,744.6500000000001,1441.0,2520.0,5111.0,6548.0,7677.350000000006,485.3825988769531,260.0,725.605712890625,0.0,32766.0,27.0,61.0,151.0,525.0,1674.0,2981.0,2988.047119140625,2723.0,1983.4990234375,0.0,14391.0,106.0,282.0,1246.0,4482.0,6397.0,7435.0,3335.352508544922,2.608594780037222,0.04641297832131386,0.030124612152576447,0.9834358622073682,0.9973619939255409,0.9698932752767079,337,3955,0.10000000149011612,0.016657518611335475,0.9787736270810607,0.9798174986580783,0.9777309122104662,1,0.02465778925037198,16.61496429642455,0.9724586270420048
CAMRI,039,256,256,12,0.10000000149011612,0.10000000149011612,1.0,25.600000381469727,25.600000381469727,12.0,12,9.99999985098839,128755,1287.5500383719805,16.372044881184898,256,256,12,1.0000000149011612,1.0000000149011612,10.0,0,0,40,256,256,120,1686.2357177734375,506.0,2570.826904296875,0.0,32766.0,47.0,108.0,273.0,1710.0,8087.0,10760.689999999944,6477.2333984375,6184.0,2755.517333984375,26.0,26561.0,1203.54,2467.0,4357.0,8520.0,10900.0,12968.919999999984,748.2903442382812,412.0,1021.3380737304688,0.0,32766.0,43.0,98.0,243.0,792.0,2629.0,4673.0,4995.6337890625,4679.0,3395.823974609375,3.0,26561.0,136.0,340.0,1949.0,7604.0,10633.0,12422.840000000026,5728.943054199219,2.756976119705048,0.04893537610769272,0.03148151934146881,0.9831803679048332,0.9974823162690325,0.9692827463011146,315,3955,0.10000000149011612,0.016276020576471286,0.9825549700163547,0.983042829591354,0.9820683146393698,1,0.02487020832259533,16.56752559186612,0.9717292532328842
