task,transform,stage,relative_l2,cosine,subject
lesion,axis0_+20deg,encoder_level3,0.2678442597389221,0.9634711742401123,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,encoder_level4,0.3388059437274933,0.9414283037185669,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,canvas_level4,0.3388059437274933,0.9414283037185669,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,canvas_level3,0.4489572048187256,0.8943608999252319,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,canvas_level2,0.49804118275642395,0.8694933652877808,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,canvas_level1,0.38748297095298767,0.9223331212997437,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,canvas_level0,0.33628156781196594,0.9423540830612183,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,output_logits,0.18902601301670074,0.9821208715438843,20170222CH_Exp3_zfp_M08
lesion,axis0_+20deg,query_mask_embedding,0.03095341846346855,0.9996006488800049,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,input,0.13240961730480194,0.991496205329895,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,encoder_level0,0.5638653635978699,0.826135516166687,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,encoder_level1,0.3984433710575104,0.9173957109451294,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,encoder_level2,0.4573861360549927,0.8906826972961426,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,encoder_level3,0.2958481013774872,0.9552433490753174,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,encoder_level4,0.4348280429840088,0.9005417823791504,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,canvas_level4,0.4348280429840088,0.9005417823791504,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,canvas_level3,0.5371734499931335,0.8470226526260376,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,canvas_level2,0.597962498664856,0.8082808256149292,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,canvas_level1,0.47927412390708923,0.879318356513977,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,canvas_level0,0.40923482179641724,0.9139727354049683,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,output_logits,0.2561284303665161,0.9679642915725708,20170222CH_Exp3_zfp_M08
lesion,axis0_+30deg,query_mask_embedding,0.08582139015197754,0.9968968629837036,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,input,0.11984424293041229,0.9930331707000732,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,encoder_level0,0.36978524923324585,0.9298191666603088,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,encoder_level1,0.23771947622299194,0.9713764190673828,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,encoder_level2,0.2671809792518616,0.9636569023132324,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,encoder_level3,0.2073136866092682,0.9782747030258179,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,encoder_level4,0.16954277455806732,0.9860391020774841,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,canvas_level4,0.16954277455806732,0.9860391020774841,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,canvas_level3,0.27601343393325806,0.9611767530441284,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,canvas_level2,0.29954057931900024,0.9540978670120239,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,canvas_level1,0.22341103851795197,0.9747583866119385,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,canvas_level0,0.1811574399471283,0.9835062623023987,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,output_logits,0.05705398693680763,0.9983818531036377,20170222CH_Exp3_zfp_M08
lesion,axis1_+5deg,query_mask_embedding,0.018919598311185837,0.9998408555984497,20170222CH_Exp3_zfp_M08
lesion,axis1_+10deg,input,0.12107351422309875,0.9928942322731018,20170222CH_Exp3_zfp_M08
lesion,axis1_+10deg,encoder_level0,0.4023533761501312,0.915825605392456,20170222CH_Exp3_zfp_M08
lesion,axis1_+10deg,encoder_level1,0.2613040506839752,0.9652642607688904,20170222CH_Exp3_zfp_M08
lesion,axis1_+10deg,encoder_level2,0.3139444589614868,0.9494636654853821,20170222CH_Exp3_zfp_M08
lesion,axis1_+10deg,encoder_level3,0.22328294813632965,0.9747536778450012,20170222CH_Exp3_zfp_M08
