transform,stage,n,mean_relative_l2,sd_relative_l2,mean_cosine
axis0_+5deg,canvas_level1,15,0.25022912124792734,0.006263939317819638,0.9681878566741944
axis0_+5deg,canvas_level0,15,0.20951259036858877,0.005095750551946172,0.977855368455251
axis0_+5deg,output_logits,15,0.08170244892438253,0.0025232501471861655,0.9966648936271667
axis0_+5deg,query_mask_embedding,15,0.017256194880853098,0.01206033974039399,0.9997893373171488
axis0_+10deg,input,15,0.1325842077533404,0.005382941475123087,0.9914524594942729
axis0_+10deg,encoder_level0,15,0.42528764804204305,0.003455572077737392,0.9059958895047505
axis0_+10deg,encoder_level1,15,0.266570242245992,0.002717937977511932,0.9638348698616028
axis0_+10deg,encoder_level2,15,0.3177593986193339,0.0046270736954528695,0.948192838827769
axis0_+10deg,encoder_level3,15,0.2482458492120107,0.00593865599858793,0.9686822652816772
axis0_+10deg,encoder_level4,15,0.2486780285835266,0.006059300796249556,0.9691753387451172
axis0_+10deg,canvas_level4,15,0.2486780285835266,0.006059300796249556,0.9691753387451172
axis0_+10deg,canvas_level3,15,0.3590246319770813,0.005200588383037589,0.9333398063977559
axis0_+10deg,canvas_level2,15,0.39382879932721454,0.006819826567874149,0.9196086327234904
axis0_+10deg,canvas_level1,15,0.2965860346953074,0.004455965645254102,0.9551179448763529
axis0_+10deg,canvas_level0,15,0.24942570328712463,0.0035711359687360814,0.9685747981071472
axis0_+10deg,output_logits,15,0.101722285648187,0.002360663120921068,0.9948211113611857
axis0_+10deg,query_mask_embedding,15,0.01674084778254231,0.009519924958931721,0.9998268405596415
axis0_+20deg,input,15,0.13401883244514465,0.005618045917576308,0.99127729733785
axis0_+20deg,encoder_level0,15,0.5009612222512563,0.003506938176029174,0.865542205174764
axis0_+20deg,encoder_level1,15,0.33742655913035074,0.002389450906071698,0.9413630088170369
axis0_+20deg,encoder_level2,15,0.38704682389895123,0.004221593574702286,0.9224219918251038
axis0_+20deg,encoder_level3,15,0.27019101778666177,0.006454140687972146,0.9627926866213481
axis0_+20deg,encoder_level4,15,0.3449565430482229,0.00470268357421212,0.939008875687917
axis0_+20deg,canvas_level4,15,0.3449565430482229,0.00470268357421212,0.939008875687917
axis0_+20deg,canvas_level3,15,0.44387293656667076,0.008459300505016889,0.8966989755630493
axis0_+20deg,canvas_level2,15,0.49420151909192406,0.008497389901340443,0.871612532933553
axis0_+20deg,canvas_level1,15,0.3862538953622182,0.0068509799054241914,0.9228537480036417
axis0_+20deg,canvas_level0,15,0.3373832881450653,0.004658095199550889,0.9419452667236328
axis0_+20deg,output_logits,15,0.18971071938673656,0.0033595304985588994,0.9820201198259989
axis0_+20deg,query_mask_embedding,15,0.039711436008413634,0.01684154647261393,0.9991564273834228
axis0_+30deg,input,15,0.13671922485033672,0.005497365439344421,0.9909308671951294
axis0_+30deg,encoder_level0,15,0.5670298775037129,0.0032774254001947585,0.8239633401234945
axis0_+30deg,encoder_level1,15,0.40225573182106017,0.0022331254388874193,0.915750245253245
axis0_+30deg,encoder_level2,15,0.4588478008906047,0.004700975249146655,0.8899289846420289
axis0_+30deg,encoder_level3,15,0.29877330660820006,0.006200749852376616,0.9543132066726685
axis0_+30deg,encoder_level4,15,0.43692299326260886,0.006723141944254119,0.8994898239771525
axis0_+30deg,canvas_level4,15,0.43692299326260886,0.006723141944254119,0.8994898239771525
axis0_+30deg,canvas_level3,15,0.5311845620473226,0.013283103920436128,0.850226084391276
axis0_+30deg,canvas_level2,15,0.5873043576876322,0.011694544556640547,0.8154485940933227
axis0_+30deg,canvas_level1,15,0.46772236227989195,0.010618748999029676,0.8852256735165914
axis0_+30deg,canvas_level0,15,0.4046765208244324,0.005954353546068232,0.9158135930697123
axis0_+30deg,output_logits,15,0.25090670386950176,0.005369666425266615,0.9691151698430379
axis0_+30deg,query_mask_embedding,15,0.08794444253047308,0.01617589162597432,0.996418297290802
axis1_+5deg,input,15,0.12535281429688136,0.0059318864749293015,0.9923649152119954
axis1_+5deg,encoder_level0,15,0.3760681132475535,0.005484267882707005,0.9272872567176819
axis1_+5deg,encoder_level1,15,0.24070262412230173,0.003819217578087666,0.9706312139829
axis1_+5deg,encoder_level2,15,0.2698763330777486,0.002728863071100045,0.9629017790158589
axis1_+5deg,encoder_level3,15,0.21257268687089284,0.005281331580395936,0.9771306037902832
axis1_+5deg,encoder_level4,15,0.17554589112599692,0.007096063773671084,0.9848244786262512
axis1_+5deg,canvas_level4,15,0.17554589112599692,0.007096063773671084,0.9848244786262512
axis1_+5deg,canvas_level3,15,0.2744511107603709,0.004145932243939452,0.9616206526756287
axis1_+5deg,canvas_level2,15,0.30201070110003153,0.00368724981112096,0.953324536482493
axis1_+5deg,canvas_level1,15,0.23060795068740844,0.00941519003206884,0.9730641881624857
axis1_+5deg,canvas_level0,15,0.1854216327269872,0.006013919327508,0.9827003995577495
axis1_+5deg,output_logits,15,0.05755522698163986,0.001525243074669559,0.9983506083488465
