domain,subject,image_path,ground_truth_path,baseline_raw_prediction_path,baseline_filtered_prediction_path,baseline_probability_path,paper_width_raw_prediction_path,paper_width_filtered_prediction_path,paper_width_probability_path,baseline_raw_dice,baseline_raw_hd95_mm,baseline_raw_assd_mm,baseline_raw_fp_voxels,baseline_raw_fn_voxels,baseline_raw_surface_dice_0.1mm,baseline_raw_surface_dice_0.2mm,baseline_raw_surface_dice_0.5mm,baseline_raw_surface_dice_1mm,baseline_raw_iou,baseline_raw_precision,baseline_raw_recall,baseline_raw_fp_fn_ratio,baseline_raw_total_residual_error,baseline_filtered_dice,baseline_filtered_hd95_mm,baseline_filtered_assd_mm,baseline_filtered_fp_voxels,baseline_filtered_fn_voxels,baseline_filtered_surface_dice_0.1mm,baseline_filtered_surface_dice_0.2mm,baseline_filtered_surface_dice_0.5mm,baseline_filtered_surface_dice_1mm,baseline_filtered_iou,baseline_filtered_precision,baseline_filtered_recall,baseline_filtered_fp_fn_ratio,baseline_filtered_total_residual_error,paper_width_raw_dice,paper_width_raw_hd95_mm,paper_width_raw_assd_mm,paper_width_raw_fp_voxels,paper_width_raw_fn_voxels,paper_width_raw_surface_dice_0.1mm,paper_width_raw_surface_dice_0.2mm,paper_width_raw_surface_dice_0.5mm,paper_width_raw_surface_dice_1mm,paper_width_raw_iou,paper_width_raw_precision,paper_width_raw_recall,paper_width_raw_fp_fn_ratio,paper_width_raw_total_residual_error,paper_width_filtered_dice,paper_width_filtered_hd95_mm,paper_width_filtered_assd_mm,paper_width_filtered_fp_voxels,paper_width_filtered_fn_voxels,paper_width_filtered_surface_dice_0.1mm,paper_width_filtered_surface_dice_0.2mm,paper_width_filtered_surface_dice_0.5mm,paper_width_filtered_surface_dice_1mm,paper_width_filtered_iou,paper_width_filtered_precision,paper_width_filtered_recall,paper_width_filtered_fp_fn_ratio,paper_width_filtered_total_residual_error
Mouse,POLYIC_20190524_polyic___E3_P1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_probability.nii.gz,0.9793026124004933,0.10000000149011612,0.026302667017409374,2521,2094,0.7886926145232019,0.968931942620717,0.9999008993385031,1.0,0.9594446153170174,0.9774308197777997,0.9811815877922965,1.2039159503342884,4615,0.9793026124004933,0.10000000149011612,0.026302667017409374,2521,2094,0.7886926145232019,0.968931942620717,0.9999008993385031,1.0,0.9594446153170174,0.9774308197777997,0.9811815877922965,1.2039159503342884,4615,0.98175213810365,0.10000000149011612,0.021393253435656633,1416,2623,0.8153530560292628,0.9822545166950891,1.0,1.0,0.9641583104090868,0.9871351086156613,0.9764275572011432,0.5398398780022875,4039,0.98175213810365,0.10000000149011612,0.021393253435656633,1416,2623,0.8153530560292628,0.9822545166950891,1.0,1.0,0.9641583104090868,0.9871351086156613,0.9764275572011432,0.5398398780022875,4039
Mouse,POLYIC_20190524_polyic___E3_P1_1,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_1_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_1_probability.nii.gz,0.9812994598000111,0.10000000149011612,0.02262324116743698,1945,2448,0.8052775030753274,0.981186232181191,1.0,1.0,0.9632855005724887,0.9834051448317052,0.9792027729636048,0.7945261437908496,4393,0.9812994598000111,0.10000000149011612,0.02262324116743698,1945,2448,0.8052775030753274,0.981186232181191,1.0,1.0,0.9632855005724887,0.9834051448317052,0.9792027729636048,0.7945261437908496,4393,0.9827043553850304,0.10000000149011612,0.020481084485798513,1075,2964,0.8170579779587925,0.9864159080019166,1.0,1.0,0.9659968177264423,0.9907182759305468,0.9748190437353451,0.3626855600539811,4039,0.9827043553850304,0.10000000149011612,0.020481084485798513,1075,2964,0.8170579779587925,0.9864159080019166,1.0,1.0,0.9659968177264423,0.9907182759305468,0.9748190437353451,0.3626855600539811,4039
Mouse,POLYIC_20190524_polyic___E3_P1_10,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_10.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_10.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_10_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_10_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_10_probability.nii.gz,0.9794620484732909,0.10000000149011612,0.02491561696344552,2693,1938,0.7963492846571287,0.9732363098174642,0.9999753330044401,1.0,0.9597507344122095,0.9761934229137199,0.9827526364971299,1.389576883384933,4631,0.9794620484732909,0.10000000149011612,0.02491561696344552,2693,1938,0.7963492846571287,0.9732363098174642,0.9999753330044401,1.0,0.9597507344122095,0.9761934229137199,0.9827526364971299,1.389576883384933,4631,0.9817863021541544,0.10000000149011612,0.021131614671590224,1455,2617,0.8154817701909319,0.9832009472593616,1.0,1.0,0.9642242136707081,0.9869158206163503,0.9767098295732657,0.5559801299197554,4072,0.9817863021541544,0.10000000149011612,0.021131614671590224,1455,2617,0.8154817701909319,0.9832009472593616,1.0,1.0,0.9642242136707081,0.9869158206163503,0.9767098295732657,0.5559801299197554,4072
Mouse,POLYIC_20190524_polyic___E3_P1_12,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_12_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_12_probability.nii.gz,0.9786940945725169,0.10000000149011612,0.027502448421044774,2921,2152,0.7861155322535344,0.9662016665106263,0.9989701338825953,0.9995084729894205,0.9582771326117709,0.9755433872534244,0.9818652194797206,1.3573420074349443,5073,0.9787804201913627,0.10000000149011612,0.026689191923131118,2900,2152,0.7865021192890429,0.9666768142753437,0.9994613961548369,1.0,0.9584426694744462,0.9757149436837919,0.9818652194797206,1.3475836431226766,5052,0.981073681704559,0.10000000149011612,0.02203570842680903,1173,3279,0.8104125736738703,0.9796753671999252,1.0,1.0,0.9628504672897197,0.9899365997203181,0.9723680551459125,0.35773101555352244,4452,0.981073681704559,0.10000000149011612,0.02203570842680903,1173,3279,0.8104125736738703,0.9796753671999252,1.0,1.0,0.9628504672897197,0.9899365997203181,0.9723680551459125,0.35773101555352244,4452
Mouse,POLYIC_20190524_polyic___E3_P1_13,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_13_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_13_probability.nii.gz,0.980219820296224,0.10000000149011612,0.023642062176327017,2296,2043,0.7984370242565716,0.9796762407388613,1.0,1.0,0.9612069736253912,0.9790905862103509,0.9813516621939865,1.1238374938815467,4339,0.980219820296224,0.10000000149011612,0.023642062176327017,2296,2043,0.7984370242565716,0.9796762407388613,1.0,1.0,0.9612069736253912,0.9790905862103509,0.9813516621939865,1.1238374938815467,4339,0.9808281432553518,0.10000000149011612,0.021820865711656222,1231,2937,0.8093168957154406,0.9823413500404203,1.0,1.0,0.9623775781919935,0.9885857874044952,0.9731913029191084,0.4191351719441607,4168,0.9808371665133395,0.10000000149011612,0.02180428347025843,1229,2937,0.8093577888939417,0.982390985801627,1.0,1.0,0.9623949522941245,0.9886041206906144,0.9731913029191084,0.4184542049710589,4166
Mouse,POLYIC_20190524_polyic___E3_P1_3,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_3_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_3_probability.nii.gz,0.9629349070730203,0.30000000447034836,0.24491232585637324,6369,2047,0.7337184752093919,0.922809215563444,0.9563119185169717,0.9563583211526415,0.9285192546161817,0.9449481809302366,0.981619660767359,3.111382510991695,8416,0.9764336529400994,0.14142135834465194,0.028711301388196785,3230,2047,0.7672190009461656,0.964943351367088,0.9999514786870133,1.0,0.9539524777703121,0.971302153671192,0.981619660767359,1.5779189057156815,5277,0.9512508859895519,4.262392677047256,0.36087775823991175,8481,2661,0.7544400675295442,0.9097355092853123,0.9294091164884637,0.9295216657287564,0.9070337922403003,0.9276297263395028,0.9761064569135037,3.1871476888387824,11142,0.9806544732865745,0.10000000149011612,0.0223470560528032,1628,2661,0.811643338015208,0.9787136145687024,0.9998789170339517,1.0,0.9620432400860199,0.9852450696055685,0.9761064569135037,0.6118000751597144,4289
Mouse,POLYIC_20190524_polyic___E3_P1_4,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_4_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_4_probability.nii.gz,0.9806853089691361,0.10000000149011612,0.023986914357335232,2461,1934,0.7958705301481223,0.9817714827190663,0.9994015261084235,0.9994015261084235,0.9621025946141708,0.9784192849689136,0.9829618535811823,1.2724922440537745,4395,0.9807887554225287,0.10000000149011612,0.023057890543396943,2437,1934,0.7963471231099356,0.9823593991716153,1.0,1.0,0.9623017413128412,0.9786252444896635,0.9829618535811823,1.2600827300930713,4371,0.9816133517540392,0.10000000149011612,0.02090603752689566,1114,3025,0.8096395100907423,0.9875291317498884,1.0,1.0,0.9638906337241765,0.9900178317010009,0.9733503656065545,0.36826446280991737,4139,0.98162207305859,0.10000000149011612,0.020884704676491294,1112,3025,0.8096796588316969,0.9875781017554299,1.0,1.0,0.9639074523215438,0.9900355744330045,0.9733503656065545,0.36760330578512396,4137
Mouse,POLYIC_20190524_polyic___E3_P1_5,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_5.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_5_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_5_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_5_probability.nii.gz,0.9786359642205349,0.10000000149011612,0.030404350196314912,2964,1777,0.7826371414192249,0.9634876698540513,0.9985908404630096,0.9987921489682939,0.9581656783848652,0.97342919382166,0.9838987350947773,1.6679797411367474,4741,0.9788653358153455,0.10000000149011612,0.02836738455578804,2912,1777,0.7836625680306389,0.9647500503930659,0.9998992138681717,1.0,0.9586055298562802,0.9738831738401241,0.9838987350947773,1.6387169386606641,4689,0.9803605820916689,0.10000000149011612,0.025131156097072904,1078,3215,0.8007782887754586,0.9711679385455096,0.9999747308839136,1.0,0.9614777193517704,0.9900394541103421,0.9708691239897068,0.33530326594090204,4293,0.9803605820916689,0.10000000149011612,0.025131156097072904,1078,3215,0.8007782887754586,0.9711679385455096,0.9999747308839136,1.0,0.9614777193517704,0.9900394541103421,0.9708691239897068,0.33530326594090204,4293
Mouse,POLYIC_20190524_polyic___E3_P1_6,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_6.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_6_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_6_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_6_probability.nii.gz,0.976444071616801,0.14142135834465194,0.03079691263220829,2312,3248,0.7635595893901521,0.9546921639527265,0.9996602518989492,1.0,0.9539723668634155,0.9803316063939294,0.9725872473308858,0.7118226600985221,5560,0.976444071616801,0.14142135834465194,0.03079691263220829,2312,3248,0.7635595893901521,0.9546921639527265,0.9996602518989492,1.0,0.9539723668634155,0.9803316063939294,0.9725872473308858,0.7118226600985221,5560,0.9776147890797572,0.10000000149011612,0.02789389066874499,697,4522,0.7789892906578596,0.9639136453046455,0.999490031326647,1.0,0.9562098303435083,0.9939211582068725,0.9618348314132591,0.15413533834586465,5219,0.9776147890797572,0.10000000149011612,0.02789389066874499,697,4522,0.7789892906578596,0.9639136453046455,0.999490031326647,1.0,0.9562098303435083,0.9939211582068725,0.9618348314132591,0.15413533834586465,5219
Mouse,POLYIC_20190524_polyic___E3_P1_7,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/higher_resolution_true_level0/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_7_probability.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/native_predictions/mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/filtered_predictions/mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/paper_width_level0_decoder/probability_maps/mouse/POLYIC_20190524_polyic___E3_P1_7_probability.nii.gz,0.9784941715140048,0.10000000149011612,0.02490220538732102,2532,2071,0.7918853810067199,0.9766451122099657,0.999670343603398,1.0,0.9578938702329879,0.9763911681336714,0.9806062535701912,1.2225977788507967,4603,0.9784941715140048,0.10000000149011612,0.02490220538732102,2532,2071,0.7918853810067199,0.9766451122099657,0.999670343603398,1.0,0.9578938702329879,0.9763911681336714,0.9806062535701912,1.2225977788507967,4603,0.9817264036547193,0.10000000149011612,0.019711250630574873,1540,2348,0.8240773553384296,0.9872171315749506,0.9998987495570293,1.0,0.9641086709684566,0.9854688192943886,0.9780123048685702,0.65587734241908,3888,0.9817264036547193,0.10000000149011612,0.019711250630574873,1540,2348,0.8240773553384296,0.9872171315749506,0.9998987495570293,1.0,0.9641086709684566,0.9854688192943886,0.9780123048685702,0.65587734241908,3888
