transform,stage,relative_l2,cosine,subject
axis0_+6mm,output_logits,0.27755022048950195,0.9607152938842773,POLYIC_20190510_mouse37__E2_P1
axis1_+1mm,input,2.3760105705150636e-06,1.000000238418579,POLYIC_20190510_mouse37__E2_P1
axis1_+1mm,encoder_level0,1.829678330977913e-05,0.9999998807907104,POLYIC_20190510_mouse37__E2_P1
axis1_+1mm,encoder_level1,0.2161230891942978,0.9763664603233337,POLYIC_20190510_mouse37__E2_P1
axis1_+1mm,encoder_level2,0.21303337812423706,0.9770467281341553,POLYIC_20190510_mouse37__E2_P1
axis1_+1mm,encoder_level3,0.2776011824607849,0.9607664346694946,POLYIC_20190510_mouse37__E2_P1
axis1_+1mm,encoder_level4,0.26229405403137207,0.965306282043457,POLYIC_20190510_mouse37__E2_P1
axis1_+1mm,output_logits,0.12604838609695435,0.9920352697372437,POLYIC_20190510_mouse37__E2_P1
axis1_+2mm,input,2.3760105705150636e-06,1.000000238418579,POLYIC_20190510_mouse37__E2_P1
axis1_+2mm,encoder_level0,0.04360689967870712,0.99904865026474,POLYIC_20190510_mouse37__E2_P1
axis1_+2mm,encoder_level1,0.12395747750997543,0.9923034310340881,POLYIC_20190510_mouse37__E2_P1
axis1_+2mm,encoder_level2,0.22978293895721436,0.9732648730278015,POLYIC_20190510_mouse37__E2_P1
axis1_+2mm,encoder_level3,0.22563397884368896,0.9742172956466675,POLYIC_20190510_mouse37__E2_P1
axis1_+2mm,encoder_level4,0.23179249465465546,0.9737129211425781,POLYIC_20190510_mouse37__E2_P1
axis1_+2mm,output_logits,0.13230614364147186,0.991234540939331,POLYIC_20190510_mouse37__E2_P1
axis1_+4mm,input,2.3760105705150636e-06,1.000000238418579,POLYIC_20190510_mouse37__E2_P1
axis1_+4mm,encoder_level0,0.10681464523077011,0.9942789077758789,POLYIC_20190510_mouse37__E2_P1
axis1_+4mm,encoder_level1,0.25247809290885925,0.967619776725769,POLYIC_20190510_mouse37__E2_P1
axis1_+4mm,encoder_level2,0.2956855297088623,0.9554319381713867,POLYIC_20190510_mouse37__E2_P1
axis1_+4mm,encoder_level3,0.2945771813392639,0.9559101462364197,POLYIC_20190510_mouse37__E2_P1
axis1_+4mm,encoder_level4,0.20888826251029968,0.9781900644302368,POLYIC_20190510_mouse37__E2_P1
axis1_+4mm,output_logits,0.22597837448120117,0.9741731882095337,POLYIC_20190510_mouse37__E2_P1
axis1_+6mm,input,0.12677355110645294,0.9919317364692688,POLYIC_20190510_mouse37__E2_P1
axis1_+6mm,encoder_level0,0.26481303572654724,0.9645468592643738,POLYIC_20190510_mouse37__E2_P1
axis1_+6mm,encoder_level1,0.37058117985725403,0.9289939403533936,POLYIC_20190510_mouse37__E2_P1
axis1_+6mm,encoder_level2,0.4222163259983063,0.9064952731132507,POLYIC_20190510_mouse37__E2_P1
axis1_+6mm,encoder_level3,0.4114828407764435,0.9115269184112549,POLYIC_20190510_mouse37__E2_P1
axis1_+6mm,encoder_level4,0.22465841472148895,0.9744455814361572,POLYIC_20190510_mouse37__E2_P1
axis1_+6mm,output_logits,0.3272300362586975,0.9451013803482056,POLYIC_20190510_mouse37__E2_P1
axis2_+1mm,input,2.3760105705150636e-06,1.000000238418579,POLYIC_20190510_mouse37__E2_P1
axis2_+1mm,encoder_level0,1.7865868358057924e-05,0.9999998807907104,POLYIC_20190510_mouse37__E2_P1
