transform,self_consistency_dice,transformed_vs_expert_dice,baseline_vs_expert_dice,accuracy_delta,subject
axis0_+2mm,0.9939481268011527,0.9120581505751242,0.9122678663159042,-0.0002097157407799921,POLYIC_20190517_mouse42__E4_P1
axis0_+4mm,0.992985437942011,0.9132619721815975,0.9122678663159042,0.0009941058656933732,POLYIC_20190517_mouse42__E4_P1
axis0_+6mm,0.9839886242445788,0.900202540968514,0.9122678663159042,-0.012065325347390132,POLYIC_20190517_mouse42__E4_P1
axis1_+1mm,0.9677482613476395,0.8861009835669588,0.9122678663159042,-0.026166882748945408,POLYIC_20190517_mouse42__E4_P1
axis1_+2mm,0.9936887356553977,0.912814119297152,0.9122678663159042,0.0005462529812477745,POLYIC_20190517_mouse42__E4_P1
axis1_+4mm,0.9816694268687984,0.8959599352612453,0.9122678663159042,-0.016307931054658886,POLYIC_20190517_mouse42__E4_P1
axis1_+6mm,0.990062685963544,0.9136405486805761,0.9122678663159042,0.0013726823646719177,POLYIC_20190517_mouse42__E4_P1
axis2_+1mm,0.9898691704528272,0.9136470752934039,0.9122678663159042,0.0013792089774997685,POLYIC_20190517_mouse42__E4_P1
axis2_+2mm,0.9758578857382039,0.8990669799695372,0.9122678663159042,-0.013200886346366958,POLYIC_20190517_mouse42__E4_P1
axis2_+4mm,0.9792871725076556,0.8982763103559029,0.9122678663159042,-0.013991555960001234,POLYIC_20190517_mouse42__E4_P1
