domain,subject,baseline_dice,level0_dice,dice_change,baseline_hd95_mm,level0_hd95_mm,baseline_assd_mm,level0_assd_mm
Mouse,POLYIC_20190612_polyic___E3_P1_2,0.9720411542933652,0.9742196659661542,0.0021785116727889298,0.20000000298023224,0.14142135834465194,0.036820062619922156,0.0316952492750607
Mouse,POLYIC_20190612_polyic___E3_P1_3,0.9701471769759373,0.9738518330860265,0.0037046561100891884,0.20000000298023224,0.14142135834465194,0.04195469682742272,0.03303422926537318
Mouse,POLYIC_20190612_polyic___E3_P1_4,0.9710976478973627,0.9746528167276154,0.003555168830252642,0.20000000298023224,0.10000000149011612,0.037544056499119065,0.03073975377528288
Mouse,POLYIC_20190614_polyic___E3_P1,0.9722777665009695,0.9754431643125258,0.0031653978115562253,0.20000000298023224,0.10000000149011612,0.03638234958400387,0.030176928692825376
Mouse,POLYIC_20190614_polyic___E3_P1_1,0.9729152869815372,0.9748436449439912,0.0019283579624540526,0.14142135834465194,0.14142135834465194,0.03546472194433228,0.03218004480408872
Mouse,POLYIC_20190614_polyic___E3_P1_3,0.9715803189997856,0.9739542487728164,0.0023739297730308584,0.20000000298023224,0.20000000298023224,0.04156515263264949,0.03591630074685525
Mouse,POLYIC_20190614_polyic___E3_P1_4,0.9722020468801584,0.9763012255402079,0.004099178660049496,0.20000000298023224,0.10000000149011612,0.03689434953339441,0.028890162604965405
Mouse,POLYIC_20190614_polyic___E3_P1_5,0.9687751721890867,0.9727535070870013,0.003978334897914548,0.20000000298023224,0.14142135834465194,0.04323901807888469,0.03486644257217756
Mouse,POLYIC_20190614_polyic___E3_P1_6,0.972713040553071,0.9759219539196015,0.003208913366530508,0.14142135834465194,0.10000000149011612,0.03523703810024038,0.02915715108459689
Mouse,POLYIC_20190614_polyic___E4_P1_5,0.9712294135573287,0.974462829901893,0.0032334163445643105,0.20000000298023224,0.14142135834465194,0.03761774612808775,0.03169474856850596
Mouse,POLYIC_20190618_mouse33__E3_P1,0.9712719004948509,0.9738103358523758,0.0025384353575248486,0.20000000298023224,0.14142135834465194,0.03811704433629855,0.03267966040531866
Mouse,POLYIC_20190618_mouse34__E3_P1,0.971266102832837,0.9736141326424683,0.0023480298096313357,0.20000000298023224,0.14142135834465194,0.03717671389137922,0.0333312155110927
Mouse,POLYIC_20190618_mouse35__E3_P1,0.9703028573466985,0.9726663829215295,0.0023635255748309936,0.20000000298023224,0.20000000298023224,0.0402405754039517,0.0365501958116347
Mouse,POLYIC_20190618_mouse36__E3_P1,0.9719216321466726,0.9745218238925593,0.0026001917458866597,0.20000000298023224,0.14142135834465194,0.03616379473346004,0.032184822848196244
Mouse,POLYIC_20190619_mouse38__E3_P1,0.9670342287599306,0.9708889243253779,0.0038546955654472637,0.20000000298023224,0.20000000298023224,0.04529823292425201,0.038444486705321024
Mouse,POLYIC_20190619_mouse39__E3_P1,0.970888436394813,0.9743974669237705,0.0035090305289574575,0.20000000298023224,0.14142135834465194,0.039326138004005695,0.03195508606463807
Mouse,POLYIC_20190619_mouse42__E3_P1,0.9692660452159005,0.9733921647279048,0.004126119512004256,0.20000000298023224,0.14142135834465194,0.04113586340979532,0.03355292429519312
Mouse,POLYIC_20190619_mouse43__E3_P1,0.9696962140010058,0.9742320790484659,0.004535865047460064,0.20000000298023224,0.14142135834465194,0.04365918474661041,0.03218464574495405
Mouse,POLYIC_20190628_mouse33__E3_P1,0.9700143793781248,0.973363223950151,0.0033488445720261106,0.20000000298023224,0.14142135834465194,0.041806948635499754,0.033857211858517706
Mouse,POLYIC_20190628_mouse34__E6_P1,0.9708150760571408,0.9737277302511017,0.0029126541939609174,0.20000000298023224,0.14142135834465194,0.0390181573740817,0.03353397108347808
Mouse,POLYIC_20190628_mouse35__E3_P1,0.9712775406746247,0.9742147006644172,0.0029371599897924927,0.20000000298023224,0.14142135834465194,0.039459301323879974,0.034507704823267565
Mouse,POLYIC_20190628_mouse36__E3_P1,0.9730284090670276,0.9746578001316478,0.0016293910646202336,0.14142135834465194,0.14142135834465194,0.03397684538035514,0.03041924983288016
Mouse,POLYIC_20190629_polyic_mo__E3_P1,0.9718214656282156,0.9751184987427703,0.0032970331145547593,0.20000000298023224,0.14142135834465194,0.03703057040712029,0.03150674335745002
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,0.9650897226753671,0.9705414996006883,0.005451776925321172,0.360555132919089,0.20000000298023224,0.05893968055625281,0.04408309921841797
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,0.9693318025995713,0.9729219577201788,0.0035901551206074522,0.20000000298023224,0.20000000298023224,0.04301294778445111,0.033947003242569225
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,0.9708551205065976,0.9738981378074436,0.003043017300845996,0.20000000298023224,0.20000000298023224,0.0418749964126127,0.03617057736433507
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,0.9706424116160012,0.9738525848831258,0.003210173267124583,0.20000000298023224,0.14142135834465194,0.04081591485670657,0.0321813674360126
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,0.9733213760682711,0.975789963016443,0.00246858694817198,0.20000000298023224,0.14142135834465194,0.036550568671317146,0.03040945407894983
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,0.9728804343208639,0.975058157865585,0.002177723544721122,0.14142135834465194,0.10000000149011612,0.034479284581084714,0.030816067373056633
