domain,subject,baseline_dice,higher_res_dice,dice_change,baseline_hd95_mm,higher_res_hd95_mm,baseline_assd_mm,higher_res_assd_mm
Mouse,POLYIC_20190524_polyic___E4_P1_1,0.9726436996733643,0.9784569896782352,0.0058132900048709635,0.14142135834465194,0.10000000149011612,0.034908864068396946,0.027792490143404066
Mouse,POLYIC_20190524_polyic___E4_P1_7,0.9729719829855817,0.9789330210944218,0.005961038108840078,0.14142135834465194,0.10000000149011612,0.033278206572928945,0.025593005832881585
Mouse,POLYIC_20190524_polyic___E4_P1_9,0.9658358705657438,0.975835941070989,0.010000070505245207,0.20000000298023224,0.14142135834465194,0.04469531681519151,0.029718683697193
Mouse,POLYIC_20190524_polyic___E8_P1_1,0.9697865599392819,0.9762383323099486,0.006451772370666742,0.20000000298023224,0.14142135834465194,0.04024622147877167,0.03096047760845959
Mouse,POLYIC_20190524_polyic___E9_P1_1,0.9663570369213956,0.9730556274894258,0.006698590568030127,0.30000000447034836,0.20000000298023224,0.059698345973782554,0.046534533176108735
Mouse,POLYIC_20190531_polyic_m__E3_P1,0.9739224871681054,0.9798429838244038,0.005920496656298457,0.14142135834465194,0.10000000149011612,0.03130516332651259,0.023989534995794457
Mouse,POLYIC_20190531_polyic_m__E3_P1_1,0.9709283583580403,0.9790750692069695,0.008146710848929262,0.20000000298023224,0.10000000149011612,0.03714716258043732,0.026007890295038947
Mouse,POLYIC_20190531_polyic_m__E3_P1_10,0.9721143259787731,0.9800799604139024,0.00796563443512932,0.14142135834465194,0.10000000149011612,0.03539341819507948,0.02342708637906802
Mouse,POLYIC_20190531_polyic_m__E3_P1_11,0.9724474256388588,0.9794262837219285,0.00697885808306975,0.14142135834465194,0.10000000149011612,0.03474320158030824,0.026312746754098084
Mouse,POLYIC_20190531_polyic_m__E3_P1_12,0.9702561731002681,0.9795723118898712,0.009316138789603023,0.20000000298023224,0.10000000149011612,0.03892292215646222,0.02536898507443814
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,0.9726513198826771,0.9821516336280757,0.009500313745398614,0.14142135834465194,0.10000000149011612,0.03522580359491553,0.02127230388840247
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,0.9757244201679252,0.9820229914044932,0.0062985712365680735,0.10000000149011612,0.10000000149011612,0.029931033699802337,0.021605006549793748
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,0.9719398542022563,0.9782849378491268,0.006345083646870586,0.14142135834465194,0.10000000149011612,0.03593991017598908,0.027111078051307243
Mouse,POLYIC_20190531_polyic_m__E3_P1_4,0.9700371521451792,0.9759028102262867,0.005865658081107505,0.20000000298023224,0.20000000298023224,0.041691116901338726,0.034735625097164324
Mouse,POLYIC_20190531_polyic_m__E3_P1_5,0.9720784224940024,0.9797440578666863,0.007665635372683832,0.20000000298023224,0.10000000149011612,0.03602422636918385,0.025754049174193955
Mouse,POLYIC_20190531_polyic_m__E3_P1_6,0.9719556286671887,0.9789694735134614,0.007013844846272765,0.20000000298023224,0.10000000149011612,0.03604124850134902,0.026347873037069168
Mouse,POLYIC_20190531_polyic_m__E3_P1_7,0.9750518932855551,0.9807858855683069,0.005733992282751843,0.10000000149011612,0.10000000149011612,0.03071561379166427,0.023358279767458613
Mouse,POLYIC_20190531_polyic_m__E3_P1_8,0.9703249005684398,0.9793268087359602,0.009001908167520445,0.20000000298023224,0.10000000149011612,0.03655494310812105,0.026475062103464772
Mouse,POLYIC_20190531_polyic_m__E3_P1_9,0.9734182554412013,0.9805135722590103,0.00709531681780895,0.14142135834465194,0.10000000149011612,0.03482153578036357,0.024615693742786365
Mouse,POLYIC_20190531_polyic_m__E5_P1_11,0.9740834282507139,0.9790453004086601,0.00496187215794619,0.14142135834465194,0.10000000149011612,0.03329888916545661,0.026185093275350804
Mouse,POLYIC_20190612_polyic___E10_P1_1,0.9757308497480431,0.9823748246630482,0.006643974915005013,0.10000000149011612,0.10000000149011612,0.028874166427550044,0.01976970970185417
Mouse,POLYIC_20190612_polyic___E12_P1,0.9746188419846655,0.9822278530014693,0.0076090110168037794,0.14142135834465194,0.10000000149011612,0.03288553292855797,0.021329042576857592
Mouse,POLYIC_20190612_polyic___E3_P1,0.9747758186833617,0.9815566960027279,0.006780877319366163,0.14142135834465194,0.10000000149011612,0.031729010419886135,0.02246175998375366
Mouse,POLYIC_20190612_polyic___E3_P1_1,0.9731394047885433,0.9816537988139197,0.008514394025376348,0.14142135834465194,0.10000000149011612,0.03346776843643472,0.021656145522797463
Mouse,POLYIC_20190612_polyic___E3_P1_2,0.9742196659661542,0.9820203370746983,0.007800671108544099,0.14142135834465194,0.10000000149011612,0.0316952492750607,0.020703129682060433
Mouse,POLYIC_20190612_polyic___E3_P1_3,0.9738518330860265,0.9810555477594847,0.00720371467345815,0.14142135834465194,0.10000000149011612,0.03303422926537318,0.022351527953660077
Mouse,POLYIC_20190612_polyic___E3_P1_4,0.9746528167276154,0.9816059569329845,0.006953140205369079,0.10000000149011612,0.10000000149011612,0.03073975377528288,0.0214875274861034
Mouse,POLYIC_20190614_polyic___E3_P1,0.9754431643125258,0.9822385724994692,0.0067954081869434635,0.10000000149011612,0.10000000149011612,0.030176928692825376,0.02087656607086709
Mouse,POLYIC_20190614_polyic___E3_P1_1,0.9748436449439912,0.9810156980712353,0.006172053127244115,0.14142135834465194,0.10000000149011612,0.03218004480408872,0.0235942032164561
Mouse,POLYIC_20190614_polyic___E3_P1_3,0.9739542487728164,0.9798361636369679,0.005881914864151461,0.20000000298023224,0.10000000149011612,0.03591630074685525,0.026913371258009303
Mouse,POLYIC_20190614_polyic___E3_P1_4,0.9763012255402079,0.9817475534749371,0.0054463279347292115,0.10000000149011612,0.10000000149011612,0.028890162604965405,0.022446061391205963
Mouse,POLYIC_20190614_polyic___E3_P1_5,0.9727535070870013,0.9789771285657327,0.006223621478731456,0.14142135834465194,0.10000000149011612,0.03486644257217756,0.02748811164192572
Mouse,POLYIC_20190614_polyic___E3_P1_6,0.9759219539196015,0.9821217888545372,0.0061998349349357,0.10000000149011612,0.10000000149011612,0.02915715108459689,0.022539770877514704
Mouse,POLYIC_20190614_polyic___E4_P1_5,0.974462829901893,0.9817799368095277,0.007317106907634652,0.14142135834465194,0.10000000149011612,0.03169474856850596,0.02219739145926697
Mouse,POLYIC_20190618_mouse33__E3_P1,0.9738103358523758,0.9806378487886942,0.006827512936318447,0.14142135834465194,0.10000000149011612,0.03267966040531866,0.023970804621528136
Mouse,POLYIC_20190618_mouse34__E3_P1,0.9736141326424683,0.9807221321808032,0.007107999538334853,0.14142135834465194,0.10000000149011612,0.0333312155110927,0.024129337130656296
Mouse,POLYIC_20190618_mouse35__E3_P1,0.9726663829215295,0.9811905903653875,0.008524207443857956,0.20000000298023224,0.10000000149011612,0.0365501958116347,0.02278769567022354
Mouse,POLYIC_20190618_mouse36__E3_P1,0.9745218238925593,0.9813942635913478,0.0068724396987885905,0.14142135834465194,0.10000000149011612,0.032184822848196244,0.022459627007651896
Mouse,POLYIC_20190619_mouse38__E3_P1,0.9708889243253779,0.9795827903224377,0.008693865997059791,0.20000000298023224,0.10000000149011612,0.038444486705321024,0.025345486174946457
Mouse,POLYIC_20190619_mouse39__E3_P1,0.9743974669237705,0.9816612079242863,0.007263741000515855,0.14142135834465194,0.10000000149011612,0.03195508606463807,0.022433551598412992
Mouse,POLYIC_20190619_mouse42__E3_P1,0.9733921647279048,0.9819466857670501,0.008554521039145335,0.14142135834465194,0.10000000149011612,0.03355292429519312,0.021270493845654537
Mouse,POLYIC_20190619_mouse43__E3_P1,0.9742320790484659,0.9823107945408468,0.008078715492380928,0.14142135834465194,0.10000000149011612,0.03218464574495405,0.02099578060472869
Mouse,POLYIC_20190628_mouse33__E3_P1,0.973363223950151,0.9822463879597192,0.008883164009568234,0.14142135834465194,0.10000000149011612,0.033857211858517706,0.021207623090680215
Mouse,POLYIC_20190628_mouse34__E6_P1,0.9737277302511017,0.9815154306359157,0.0077877003848140225,0.14142135834465194,0.10000000149011612,0.03353397108347808,0.022105979448186836
Mouse,POLYIC_20190628_mouse35__E3_P1,0.9742147006644172,0.9818923121822878,0.007677611517870608,0.14142135834465194,0.10000000149011612,0.034507704823267565,0.022456243835319703
Mouse,POLYIC_20190628_mouse36__E3_P1,0.9746578001316478,0.9818653068461,0.007207506714452139,0.14142135834465194,0.10000000149011612,0.03041924983288016,0.021095016996685707
Mouse,POLYIC_20190629_polyic_mo__E3_P1,0.9751184987427703,0.9825648806265436,0.007446381883773223,0.14142135834465194,0.10000000149011612,0.03150674335745002,0.0208123997290862
Mouse,POLYIC_20190629_polyic_mo__E3_P1_1,0.9705414996006883,0.9778829788991887,0.007341479298500486,0.20000000298023224,0.20000000298023224,0.04408309921841797,0.03220919818100256
Mouse,POLYIC_20190629_polyic_mo__E3_P1_2,0.9729219577201788,0.9798559059188421,0.006933948198663331,0.20000000298023224,0.10000000149011612,0.033947003242569225,0.025250253400660404
Mouse,POLYIC_20190629_polyic_mo__E3_P1_3,0.9738981378074436,0.9802870714134442,0.006388933606000569,0.20000000298023224,0.10000000149011612,0.03617057736433507,0.02920081505268195
Mouse,POLYIC_20190629_polyic_mo__E3_P1_5,0.9738525848831258,0.9813578375432201,0.007505252660094386,0.14142135834465194,0.10000000149011612,0.0321813674360126,0.022598591648016985
Mouse,POLYIC_20190629_polyic_mo__E4_P1_2,0.975789963016443,0.9819406509908615,0.006150687974418423,0.14142135834465194,0.10000000149011612,0.03040945407894983,0.022563394823380337
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,0.975058157865585,0.9810138170360435,0.005955659170458483,0.10000000149011612,0.10000000149011612,0.030816067373056633,0.022905076480833418
