domain,subject,baseline_dice,baseline_precision,baseline_recall,baseline_hd95_mm,baseline_false_positives,baseline_false_negatives,baseline_volume_ratio,baseline_connected_components,filter_dice,filter_precision,filter_recall,filter_hd95,filter_false_positives,filter_false_negatives,filter_volume_ratio,filter_connected_components,learned_dice,learned_precision,learned_recall,learned_hd95_mm,learned_false_positives,learned_false_negatives,learned_volume_ratio,learned_connected_components,learned_inference_seconds,image_path,ground_truth_path,baseline_prediction_path,filter_prediction_path,learned_prediction_path,learned_probability_path
Mouse,POLYIC_20190517_mouse36__E2_P1,0.9639901429987904,0.9884170583504571,0.9407414430694863,0.22360680108197992,1279,6875,0.9517656895110199,1,0.9639901429987904,0.9884170583504571,0.9407414430694863,0.22360680108197992,1279,6875,0.9517656895110199,1,0.9626906330145596,0.9902044758711183,0.9366644543472077,0.22360680108197992,1075,7348,0.9459303377953231,1,8.441825957999981,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse36__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse36__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190517_mouse36__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190517_mouse36__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190517_mouse36__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190517_mouse36__E2_P1_probability.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_2,0.9680483778520454,0.9883820202972811,0.9485345046077764,0.20000000298023224,1320,6093,0.959684094940451,1,0.9680483778520454,0.9883820202972811,0.9485345046077764,0.20000000298023224,1320,6093,0.959684094940451,1,0.9667810557798197,0.9899100757629399,0.9447081679195878,0.20000000298023224,1140,6546,0.9543373595742883,1,8.589562916000034,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_2.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190531_polyic_m__E3_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_2_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_2_probability.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_4,0.9612451106747274,0.9839565213353136,0.9395584831814529,0.22360680108197992,1721,6790,0.9548780487804878,1,0.9612451106747274,0.9839565213353136,0.9395584831814529,0.22360680108197992,1721,6790,0.9548780487804878,1,0.9599802709997397,0.9856978063717445,0.9355705892825351,0.2828427166893039,1525,7238,0.9491454513085277,1,8.637518291999982,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190531_polyic_m__E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_4_probability.nii.gz
Mouse,POLYIC_20190629_polyic_mo__E4_P1_4,0.9669337243059928,0.9887426148369726,0.9460661568150626,0.20000000298023224,1269,6354,0.9568376467392689,2,0.9670385923523704,0.9889619435507261,0.9460661568150626,0.20000000298023224,1244,6354,0.9566254424459516,1,0.9656750173973556,0.9902327199421991,0.9423058967329027,0.20000000298023224,1095,6797,0.9516004447801988,2,8.633313333000046,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190629_polyic_mo__E4_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190629_polyic_mo__E4_P1_4.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190629_polyic_mo__E4_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190629_polyic_mo__E4_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190629_polyic_mo__E4_P1_4_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190629_polyic_mo__E4_P1_4_probability.nii.gz
Mouse,POLYIC_20190510_mouse37__E2_P1,0.9665118161367808,0.987092718882423,0.9467716093270039,0.20000000298023224,1499,6445,0.9591516492955188,1,0.9665118161367808,0.987092718882423,0.9467716093270039,0.20000000298023224,1499,6445,0.9591516492955188,1,0.9652834431655345,0.9886484661142426,0.942997307609719,0.22360680108197992,1311,6902,0.9538246807948333,1,8.295626124999998,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190510_mouse37__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190510_mouse37__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190510_mouse37__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190510_mouse37__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190510_mouse37__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190510_mouse37__E2_P1_probability.nii.gz
Mouse,POLYIC_20190524_polyic___E3_P1_3,0.955542609552534,0.9688685427405587,0.9425782758269735,0.360555132919089,3373,6395,0.9728649803805368,5,0.9615733404189114,0.9813497368413886,0.9425782758269735,0.22360680108197992,1995,6395,0.9604916987671615,1,0.9543223237484646,0.9709353106242218,0.9382682793236897,0.360555132919089,3128,6875,0.9663550898364895,5,8.663087666999957,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190524_polyic___E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190524_polyic___E3_P1_3_probability.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_13,0.9617686531991654,0.9884251924485634,0.9365121412859592,0.20000000298023224,1242,7190,0.9474790286975717,2,0.9618079014087136,0.9885081039780313,0.9365121412859592,0.20000000298023224,1233,7190,0.9473995584988962,1,0.9605607680558587,0.98988138737422,0.9329271523178808,0.22360680108197992,1080,7596,0.9424635761589404,2,8.65276204099996,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_13.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190531_polyic_m__E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_13_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_13_probability.nii.gz
Mouse,POLYIC_20190517_mouse35__E2_P1,0.9660315055646811,0.9842687074844472,0.9484578319737383,0.20000000298023224,1702,5787,0.9636167692403609,1,0.9660315055646811,0.9842687074844472,0.9484578319737383,0.20000000298023224,1702,5787,0.9636167692403609,1,0.9648577706406576,0.9860894145652013,0.9445211396813239,0.20000000298023224,1496,6229,0.9578453289631893,1,8.489908292000024,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190517_mouse35__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190517_mouse35__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190517_mouse35__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190517_mouse35__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190517_mouse35__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190517_mouse35__E2_P1_probability.nii.gz
Mouse,POLYIC_20190524_polyic___E3_P1_7,0.9637078264878496,0.9846017059292614,0.9436822834292862,0.20000000298023224,1576,6014,0.9584406341595887,1,0.9637078264878496,0.9846017059292614,0.9436822834292862,0.20000000298023224,1576,6014,0.9584406341595887,1,0.9625878719874174,0.986388875239546,0.9399084158184049,0.20000000298023224,1385,6417,0.9528781593265098,1,8.543278750000013,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190524_polyic___E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190524_polyic___E3_P1_7_probability.nii.gz
Mouse,POLYIC_20190628_mouse33__E3_P1,0.9655914653575792,0.9835828940531539,0.9482464020902036,0.22360680108197992,1797,5876,0.9640737021966214,1,0.9655914653575792,0.9835828940531539,0.9482464020902036,0.22360680108197992,1797,5876,0.9640737021966214,1,0.9645029741966522,0.9851572904707233,0.9446969296623157,0.22360680108197992,1616,6279,0.9589300498511512,1,8.460235792000049,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190628_mouse33__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190628_mouse33__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190628_mouse33__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190628_mouse33__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190628_mouse33__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190628_mouse33__E3_P1_probability.nii.gz
Mouse,POLYIC_20190510_mouse39__E4_P1,0.9649304367797433,0.9853986840256298,0.9452952006087016,0.20000000298023224,1651,6448,0.9593022762558433,2,0.9650181881186117,0.9855817286016416,0.9452952006087016,0.20000000298023224,1630,6448,0.959124112362029,1,0.9638665172326912,0.9876171739382016,0.9412313670261052,0.20000000298023224,1391,6927,0.9530326039925681,2,8.412085334000011,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190510_mouse39__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190510_mouse39__E4_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190510_mouse39__E4_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190510_mouse39__E4_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190510_mouse39__E4_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190510_mouse39__E4_P1_probability.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_7,0.9658452762685855,0.9850492786629222,0.9473757374132377,0.20000000298023224,1655,6057,0.9617546633767452,1,0.9658452762685855,0.9850492786629222,0.9473757374132377,0.20000000298023224,1655,6057,0.9617546633767452,1,0.9647866679695482,0.986950555691866,0.9435963822448501,0.20000000298023224,1436,6492,0.9560725983718364,1,8.664348375000031,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_7.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190531_polyic_m__E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_7_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_7_probability.nii.gz
Mouse,POLYIC_20190618_mouse36__E3_P1,0.9690023099782641,0.9859161234881172,0.9526590360548627,0.20000000298023224,1573,5472,0.9662678328877815,1,0.9690023099782641,0.9859161234881172,0.9526590360548627,0.20000000298023224,1573,5472,0.9662678328877815,1,0.9679502163261166,0.9872519207585871,0.9493887720937476,0.20000000298023224,1417,5850,0.9616479361865954,1,8.534835874999999,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190618_mouse36__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190618_mouse36__E3_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190618_mouse36__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190618_mouse36__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190618_mouse36__E3_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190618_mouse36__E3_P1_probability.nii.gz
Mouse,POLYIC_20190531_polyic_m__E3_P1_3,0.9348080337262069,0.9386780895463228,0.9309697584250773,5.923681472713808,7258,8238,0.9917880994477916,3,0.9606408826420135,0.9922655782514254,0.9309697584250773,0.22360680108197992,866,8238,0.9382263970705301,1,0.9337608099557055,0.940217991521608,0.9273917160358307,5.916924988131633,7037,8665,0.9863581896949027,3,8.745328958000016,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190531_polyic_m__E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190531_polyic_m__E3_P1_3.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190531_polyic_m__E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190531_polyic_m__E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_3_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190531_polyic_m__E3_P1_3_probability.nii.gz
Mouse,POLYIC_20190510_mouse43__E2_P1_1,0.9617306396474559,0.9677349197252306,0.9558004068743382,0.22360680108197992,2522,3498,0.9876675806471993,1,0.9617306396474559,0.9677349197252306,0.9558004068743382,0.22360680108197992,2522,3498,0.9876675806471993,1,0.9606884462151395,0.9693827668716392,0.9521486966300653,0.22360680108197992,2380,3787,0.9822216044780834,1,8.62375879199999,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190510_mouse43__E2_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190510_mouse43__E2_P1_1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190510_mouse43__E2_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190510_mouse43__E2_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190510_mouse43__E2_P1_1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190510_mouse43__E2_P1_1_probability.nii.gz
Mouse,POLYIC_20190524_polyic___E3_P1_12,0.9637570539114356,0.9811327344018848,0.9469861039760855,0.22360680108197992,2161,6291,0.965196726975486,2,0.9638769164805885,0.9813812135412914,0.9469861039760855,0.22360680108197992,2132,6291,0.9649523456394785,1,0.9627179873131921,0.9830490611112087,0.9432108336774335,0.22360680108197992,1930,6739,0.9594748329358626,2,8.615766957999995,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190524_polyic___E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190524_polyic___E3_P1_12.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190524_polyic___E3_P1_12_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190524_polyic___E3_P1_12_probability.nii.gz
Mouse,POLYIC_20190510_mouse42__E2_P1,0.9652030964075309,0.9856292193819451,0.9456064039498862,0.22360680108197992,1588,6265,0.9593936394655276,3,0.9654640546066189,0.986173613061619,0.9456064039498862,0.22360680108197992,1527,6265,0.9588640290330702,1,0.9641719285304847,0.9874758801470855,0.9419425416091475,0.22360680108197992,1376,6687,0.9538891638232664,3,8.483175750000015,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Image_Database/src_adult/POLYIC_20190510_mouse42__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/Datasets/Mask_Database/label_adult/POLYIC_20190510_mouse42__E2_P1.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/mixed_domain_anatomical_training/native_predictions/mouse_mixed/POLYIC_20190510_mouse42__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/deterministic_component_filter/Mouse_POLYIC_20190510_mouse42__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/native_predictions/learned_mouse/POLYIC_20190510_mouse42__E2_P1_prediction.nii.gz,/Users/estebanfelixmoran/Desktop/Purdue/Medical_Imaging/3D-Medical-Segment-Anything/outputs/query_conditioned_3d_grouping/probability_maps/learned_mouse/POLYIC_20190510_mouse42__E2_P1_probability.nii.gz
