transform,self_consistency_dice,transformed_vs_expert_dice,baseline_vs_expert_dice,accuracy_delta,subject
axis0_+20deg,0.9715089994028833,0.9089340069664543,0.8946889553711871,0.014245051595267233,POLYIC_20190517_mouse36__E2_P1
axis0_+30deg,0.9576433350118696,0.9206689877744392,0.8946889553711871,0.025980032403252085,POLYIC_20190517_mouse36__E2_P1
axis1_+5deg,0.9803723217421848,0.8991187994610583,0.8946889553711871,0.004429844089871238,POLYIC_20190517_mouse36__E2_P1
axis1_+10deg,0.9641055811050286,0.9193884587035261,0.8946889553711871,0.024699503332339057,POLYIC_20190517_mouse36__E2_P1
axis1_+20deg,0.9582685776780061,0.9225766441928508,0.8946889553711871,0.027887688821663703,POLYIC_20190517_mouse36__E2_P1
axis1_+30deg,0.9601068933411987,0.9107009796616284,0.8946889553711871,0.01601202429044135,POLYIC_20190517_mouse36__E2_P1
axis2_+5deg,0.9736784231794815,0.8774603174603175,0.8946889553711871,-0.017228637910869593,POLYIC_20190517_mouse36__E2_P1
axis2_+10deg,0.9771614331166136,0.8835672746095058,0.8946889553711871,-0.011121680761681296,POLYIC_20190517_mouse36__E2_P1
axis2_+20deg,0.9744337715916904,0.8870621162184277,0.8946889553711871,-0.007626839152759413,POLYIC_20190517_mouse36__E2_P1
axis2_+30deg,0.9666016525408703,0.9067745545321512,0.8946889553711871,0.012085599160964078,POLYIC_20190517_mouse36__E2_P1
resampling_floor,0.999984412021449,0.9335769454364256,0.9335924523287489,-1.5506892323324806e-05,POLYIC_20190517_mouse37__E3_P1
axis0_+5deg,0.9908304053475019,0.9338314033121654,0.9335924523287489,0.00023895098341653043,POLYIC_20190517_mouse37__E3_P1
axis0_+10deg,0.9905443234836703,0.9318509436150647,0.9335924523287489,-0.00174150871368417,POLYIC_20190517_mouse37__E3_P1
axis0_+20deg,0.9893305504501417,0.9333001410671313,0.9335924523287489,-0.0002923112616175505,POLYIC_20190517_mouse37__E3_P1
axis0_+30deg,0.9884644124789838,0.9326742855247225,0.9335924523287489,-0.0009181668040263435,POLYIC_20190517_mouse37__E3_P1
axis1_+5deg,0.9914110810244633,0.9296736174820031,0.9335924523287489,-0.003918834846745822,POLYIC_20190517_mouse37__E3_P1
axis1_+10deg,0.9914026305152203,0.9309979296066253,0.9335924523287489,-0.002594522722123571,POLYIC_20190517_mouse37__E3_P1
