transform,stage,relative_l2,cosine,subject
axis0_+30deg,output_logits,0.26519662141799927,0.9642952084541321,POLYIC_20190510_mouse37__E2_P1
axis1_+5deg,input,0.15114405751228333,0.9889010190963745,POLYIC_20190510_mouse37__E2_P1
axis1_+5deg,encoder_level0,0.36519813537597656,0.9317039847373962,POLYIC_20190510_mouse37__E2_P1
axis1_+5deg,encoder_level1,0.24879583716392517,0.9686592817306519,POLYIC_20190510_mouse37__E2_P1
axis1_+5deg,encoder_level2,0.2833356559276581,0.9590694308280945,POLYIC_20190510_mouse37__E2_P1
axis1_+5deg,encoder_level3,0.2380789816379547,0.9713125228881836,POLYIC_20190510_mouse37__E2_P1
axis1_+5deg,encoder_level4,0.1594182699918747,0.9875228404998779,POLYIC_20190510_mouse37__E2_P1
axis1_+5deg,output_logits,0.15169163048267365,0.9884285926818848,POLYIC_20190510_mouse37__E2_P1
axis1_+10deg,input,0.15171638131141663,0.9888293743133545,POLYIC_20190510_mouse37__E2_P1
axis1_+10deg,encoder_level0,0.38069477677345276,0.9253321290016174,POLYIC_20190510_mouse37__E2_P1
axis1_+10deg,encoder_level1,0.26278582215309143,0.964920163154602,POLYIC_20190510_mouse37__E2_P1
axis1_+10deg,encoder_level2,0.31662487983703613,0.948550820350647,POLYIC_20190510_mouse37__E2_P1
axis1_+10deg,encoder_level3,0.2788325250148773,0.9603624939918518,POLYIC_20190510_mouse37__E2_P1
axis1_+10deg,encoder_level4,0.24152058362960815,0.9713900685310364,POLYIC_20190510_mouse37__E2_P1
axis1_+10deg,output_logits,0.17758801579475403,0.9841195344924927,POLYIC_20190510_mouse37__E2_P1
axis1_+20deg,input,0.15113629400730133,0.9889265298843384,POLYIC_20190510_mouse37__E2_P1
axis1_+20deg,encoder_level0,0.4350579082965851,0.9004888534545898,POLYIC_20190510_mouse37__E2_P1
axis1_+20deg,encoder_level1,0.32677268981933594,0.9451032876968384,POLYIC_20190510_mouse37__E2_P1
axis1_+20deg,encoder_level2,0.3894522488117218,0.9211947917938232,POLYIC_20190510_mouse37__E2_P1
axis1_+20deg,encoder_level3,0.298155277967453,0.954525351524353,POLYIC_20190510_mouse37__E2_P1
axis1_+20deg,encoder_level4,0.3528614342212677,0.9365493059158325,POLYIC_20190510_mouse37__E2_P1
axis1_+20deg,output_logits,0.28843212127685547,0.9580005407333374,POLYIC_20190510_mouse37__E2_P1
axis1_+30deg,input,0.14930681884288788,0.9892085790634155,POLYIC_20190510_mouse37__E2_P1
axis1_+30deg,encoder_level0,0.4863297939300537,0.8738677501678467,POLYIC_20190510_mouse37__E2_P1
axis1_+30deg,encoder_level1,0.3877604603767395,0.921855092048645,POLYIC_20190510_mouse37__E2_P1
axis1_+30deg,encoder_level2,0.46173712611198425,0.8878929615020752,POLYIC_20190510_mouse37__E2_P1
axis1_+30deg,encoder_level3,0.3274775445461273,0.9448691606521606,POLYIC_20190510_mouse37__E2_P1
axis1_+30deg,encoder_level4,0.4285343885421753,0.9036208391189575,POLYIC_20190510_mouse37__E2_P1
axis1_+30deg,output_logits,0.338046133518219,0.9418594837188721,POLYIC_20190510_mouse37__E2_P1
axis2_+5deg,input,0.13217975199222565,0.9914934039115906,POLYIC_20190510_mouse37__E2_P1
axis2_+5deg,encoder_level0,0.32864123582839966,0.9452993273735046,POLYIC_20190510_mouse37__E2_P1
